,survey_year,country,id,id_survey,regional_location,qdate_s,sex,male,age,d_hhpeople,d_adult_us,wealthy,political_affiliation,religious_affiliation,education_level,us_econ_power,china_econ_power,japan_econ_power,eu_econ_power,other_econ_power,prefer_us_econ,prefer_china_econ,children_betteroff,confid_uspres: How much confidence you have in the U.S. President to do the right thing regarding world affairs? ,confid_uspres,us_threat,china_threat,fav_us,fav_china,fav_russia,country_satis,satisfied_democracy,confid_xi,confid_putin,econ_sit,religion_import,respect_china,respect_us,improve_econ,intthreat_econcondition,us_relationship,china_econ,china_military,"children_betteroff: When children today in (survey country) grow up, do you think they will be better off or worse off financially than their parents?",fav_us: I am _____ to  the U.S. ,fav_china: I am _____  to  China,fav_russia: I am _____  to  Russia,country_satis: How satisfied are you with the way things are going in our country today?,satisfied_democracy: How satisfied are you with the way democracy is working in our country?,confid_xi: How much confidence you have in Xi to do the right thing regarding world affairs? ,confid_putin: How much confidence you have in Putin  to do the right thing regarding world affairs? ,econ_sit: Describe the current economic situation in (survey country) ,econ_power: What is the world's leading economic power?,us_or_china: Is it more important for (survey country) to have strong economic ties with China or the United States?,religion_import: How important is religion in your life? ,respect_china: Does the government of China respects the personal freedoms of its people?,respect_us: Does the government of the US respects the personal freedoms of its people?,us_threat: Is the U.S.'s power and influence a threat to your country?,china_threat: Is China's power and influence a threat to your country?,improve_econ: How do you expect the economic condition to change in the next 12 months?,intthreat_econcondition: Is the condition of the global economy a threat to your country?,us_relationship: How would you describe your relationship with the U.S.?,china_econ: Do you think that China’s growing economy is a good thing for (survey country)?,china_military: Do you think that China’s growing military power is a good thing for (survey country)?,global_trade: Is trade and business ties between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_movement: Is the movement of people between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_information: Is the availability of news and information from other countries a good thing or a bad thing for (survey country)?,china_jobloss: Is the loss of U.S. jobs to China a serious problem?,china_deficit: Is the U.S. trade deficit with China a serious problem?,china_taiwan: Are tensions between China and Taiwan  a serious problem?,china_environ: Is China's impact on the global environment a serious problem?,china_debt: Is  the large amount of American debt that is held by China a serious problem?,china_terrdisputes: Are territorial disputes between China and neighboring countries a serious problem?,"us_def_china: If (survey country) and China got into a serious military conflict, do you think that the United States would use military force to defend our country?",china_econ_military: Does China's economic or military strength concern you more?,us_world_role: How does the U.S.'s role today compare to their role as a world leader 10 years ago?,world_role_china: How does China's role today compare to their role as a world leader 10 years ago?,world_role_russia: How does Russia's role today compare to their role as a world leader 10 years ago?,usrel_betterworse: How have relations between (survey country) and the U.S. changed over the past year?,involved_us: Is the U.S. helping to address major global problems?,influaffairs_russia: Do you think Russia tries to influence the internal affairs of other countries?,"interest_surveycountry: In making international policy decisions, to what extent do you think the U.S. takes into account the interests of (survey country)?",econ_ties_china: Describe current economic ties between (survey country) and China.,econ_ties_us: Describe current economic ties between (survey country) and the U.S.,foreign_threats: What country or group poses the greatest threat to (survey country) in the future?,foreign_allies: What country can (survey country) most rely on as a dependable ally in the future?,foreigncom_buy: How do foreign companies buying (survey country) companies impact (survey country)?,foreigncom_new: How do foreign companies building new factories impact (survey country)?,china_invest: How do you view investment from China?,future_usrel: How do you feel about (survey country)  relations with the U.S.,russia_relationship: Is it more important to have a close relationship to Russia or to the U.S.? ,us_mil_asia: How has the U.S. military presence in the Asia-Pacific region affected the (survey country)?,"china_us_enemy: Do you think of China as a partner, competitor or enemy of the U.S.?",econsys_reform: Do you think that the economic system of (survey country) needs to be reformed?,china_tough_econ: Is it more important to be tough on China's territorial disputes or build a strong economic relationship with them?,russia_threat: Is Russia's power and influence a threat to your country?,china_influence: How much influence does the China exert on other countries?,us_influence: How much influence does the U.S. exert on other countries?,polsys_reform: Do you think that the political system of (survey country) needs to be reformed?,econ_ties_usch: How do you view current economic ties between the U.S. and China?,adm1,adm1_id,month
28650,2020,Australia,28651,3064553,"Western Australia (WA), excluding Perth",7/20/20,Male,1,81,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 8 or below (usually 14 years old),1.0,0.0,0.0,0.0,0.0,,,,A lot of confidence,4,,,3,1,2.0,,,2,4,3,3,,,3.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat unfavorable,,,Not too much confidence,A lot of confidence,Somewhat good,The United States,,Somewhat important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Western Australia,AU-WA,7
28651,2020,Australia,28652,3064589,"Victoria (VIC), excluding Melbourne",7/20/20,Male,1,36,88,88,"$79,000 or less",Do not feel close to any party,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,2,3,2.0,,,3,3,3,1,,,4.0,2.0,,,,,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,,,Some confidence,Some confidence,Somewhat good,China,,Not at all important,,,,,Improve a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28652,2020,Australia,28653,3064591,South Australia,7/23/20,Female,0,75,88,88,,Labor,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,1,1,1.0,,,1,2,2,3,,,2.0,3.0,,,,,Very unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,Not too much confidence,Somewhat bad,The United States,,Somewhat important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,South Australia,AU-SA,7
28653,2020,Australia,28654,3064682,New South Wales,7/20/20,Female,0,25,3,3,,Liberal-National Party/Country Liberal Party/Liberal,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,3,3.0,,,3,3,2,1,,,2.0,3.0,,,,,Somewhat favorable,Somewhat favorable,Somewhat favorable,,,Some confidence,Some confidence,Somewhat bad,The United States,,Not at all important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28654,2020,Australia,28655,3064683,Australian Capital Territory (ACT),7/24/20,Male,1,51,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,3,2,3.0,,,2,3,2,3,,,3.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,,,Not too much confidence,Some confidence,Somewhat bad,The United States,,Somewhat important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Australian Capital Territory,AU-ACT,7
28655,2020,Australia,28656,3064739,"Victoria (VIC), excluding Melbourne",7/20/20,Male,1,26,2,2,,Don’t know,religious,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,,,,A lot of confidence,4,,,2,1,3.0,,,1,4,3,4,,,5.0,2.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat favorable,,,No confidence at all,A lot of confidence,Somewhat good,China,,Very important,,,,,Improve a lot,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28656,2020,Australia,28657,3064813,Victoria,7/24/20,Female,0,20,3,3,,Labor,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,3,2.0,,,2,1,2,1,,,4.0,3.0,,,,,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,,,Not too much confidence,No confidence at all,Somewhat bad,China,,Not at all important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28657,2020,Australia,28658,3064816,Australian Capital Territory (ACT),7/20/20,Male,1,27,4,4,,Labor,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,1.0,,,1,1,2,1,,,2.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,The United States,,Not at all important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Australian Capital Territory,AU-ACT,7
28658,2020,Australia,28659,3064841,"Victoria (VIC), excluding Melbourne",7/24/20,Female,0,62,88,88,,Labor,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,1.0,,,1,1,1,4,,,4.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Very bad,China,,Very important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28659,2020,Australia,28660,3064913,New South Wales,7/20/20,Female,0,Refused,2,2,"$79,000 or less",Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,2.0,,,1,1,1,4,,,2.0,3.0,,,,,Very unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Very bad,China,,Very important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28660,2020,Australia,28661,3064956,"Queensland (QLD), excluding Brisbane",7/20/20,Female,0,71,2,2,"$79,000 or less",Do not feel close to any party,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,2,2,2.0,,,3,3,3,3,,,4.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,Some confidence,Some confidence,Somewhat good,China,,Somewhat important,,,,,Improve a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28661,2020,Australia,28662,3064962,Queensland,7/20/20,Female,0,62,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,3,1,1.0,,,2,1,2,3,,,2.0,2.0,,,,,Somewhat favorable,Very unfavorable,Very unfavorable,,,Not too much confidence,No confidence at all,Somewhat bad,China,,Somewhat important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28662,2020,Australia,28663,3064988,"Victoria (VIC), excluding Melbourne",7/20/20,Male,1,56,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,1,1,2,1,,,1.0,3.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,The United States,,Not at all important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28663,2020,Australia,28664,3065014,"Queensland (QLD), excluding Brisbane",7/20/20,Male,1,27,4,4,,One Nation,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,A lot of confidence,4,,,3,2,4.0,,,2,4,3,1,,,3.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Very favorable,,,Not too much confidence,A lot of confidence,Somewhat good,China,,Not at all important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28664,2020,Australia,28665,3065028,New South Wales,7/21/20,Female,0,57,2,2,,The Greens,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,3,2.0,,,1,1,3,3,,,3.0,2.0,,,,,Very unfavorable,Somewhat favorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat good,China,,Somewhat important,,,,,Remain the same,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28665,2020,Australia,28666,3065029,Victoria,7/23/20,Male,1,55,88,88,,Labor,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,1,2.0,,,1,1,3,2,,,4.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat good,China,,Not too important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28666,2020,Australia,28667,3065036,"Queensland (QLD), excluding Brisbane",7/20/20,Male,1,66,2,2,"$79,000 or less",Liberal-National Party/Country Liberal Party/Liberal,,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,1,2.0,,,1,1,3,3,,,4.0,2.0,,,,,Somewhat favorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat good,China,,Somewhat important,,,,,Improve a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28667,2020,Australia,28668,3065131,"Western Australia (WA), excluding Perth",7/20/20,Female,0,62,88,88,,The Greens,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,2.0,,,1,1,2,3,,,1.0,2.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,China,,Somewhat important,,,,,Worsen a lot,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Western Australia,AU-WA,7
28668,2020,Australia,28669,3065143,Queensland,7/20/20,Male,1,69,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Atheist,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,,,,Some confidence,3,,,3,1,3.0,,,1,3,3,1,,,2.0,2.0,,,,,Somewhat favorable,Very unfavorable,Somewhat favorable,,,No confidence at all,Some confidence,Somewhat good,The United States,,Not at all important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28669,2020,Australia,28670,3065152,Queensland,7/20/20,Female,0,30,2,2,,Labor,Atheist,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,2,2,2.0,,,2,2,3,2,,,4.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,Not too much confidence,Not too much confidence,Somewhat good,China,,Not too important,,,,,Improve a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28670,2020,Australia,28671,3065286,New South Wales,7/24/20,Female,0,65,88,88,Refused,Liberal-National Party/Country Liberal Party/Liberal,,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,,,,Some confidence,3,,,3,1,3.0,,,1,3,2,4,,,4.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat favorable,,,No confidence at all,Some confidence,Somewhat bad,The United States,,Very important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28671,2020,Australia,28672,3065323,Victoria,7/24/20,Female,0,31,2,2,,Labor,Agnostic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,1.0,,,1,1,2,2,,,2.0,3.0,,,,,Very unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,China,,Not too important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Victoria,AU-VIC,7
28672,2020,Australia,28673,3065496,"Queensland (QLD), excluding Brisbane",7/24/20,Female,0,59,88,88,,One Nation,,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,3,2,2.0,,,1,3,2,1,,,1.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,Some confidence,Somewhat bad,China,,Not at all important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28673,2020,Australia,28674,3065524,Western Australia,7/23/20,Female,0,70,2,2,,Refused,Protestant,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,2.0,,,1,2,2,2,,,2.0,3.0,,,,,Very unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,Not too much confidence,Somewhat bad,China,,Not too important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Western Australia,AU-WA,7
28674,2020,Australia,28675,3065655,"New South Wales (NSW), excluding Sydney",7/24/20,Male,1,64,3,3,,Labor,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,3,3.0,,,3,3,3,1,,,1.0,3.0,,,,,Somewhat favorable,Somewhat favorable,Somewhat favorable,,,Some confidence,Some confidence,Somewhat good,China,,Not at all important,,,,,Worsen a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28675,2020,Australia,28676,3065757,"New South Wales (NSW), excluding Sydney",7/24/20,Male,1,27,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,1,1,2,1,,,2.0,3.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,China,,Not at all important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28676,2020,Australia,28677,3065819,"Queensland (QLD), excluding Brisbane",7/24/20,Male,1,73,3,2,,Labor,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,2,2.0,,,2,1,2,4,,,3.0,2.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,,,Not too much confidence,No confidence at all,Somewhat bad,The United States,,Very important,,,,,Remain the same,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28677,2020,Australia,28678,3065858,"Queensland (QLD), excluding Brisbane",7/24/20,Female,0,65,2,2,,Don’t know,Agnostic,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,,,,Some confidence,3,,,3,2,2.0,,,1,1,2,1,,,5.0,3.0,,,,,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,China,,Not at all important,,,,,Improve a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28678,2020,Australia,28679,3065884,South Australia,7/24/20,Female,0,27,3,3,,Don’t know,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Not too much confidence,2,,,3,1,3.0,,,2,8,3,1,,,3.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat favorable,,,Not too much confidence,Don't know,Somewhat good,The United States,,Not at all important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,South Australia,AU-SA,7
28679,2020,Australia,28680,3065970,New South Wales,7/24/20,Female,0,26,2,2,,Don’t know,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,Some confidence,3,,,3,1,3.0,,,2,3,2,4,,,4.0,3.0,,,,,Somewhat favorable,Very unfavorable,Somewhat favorable,,,Not too much confidence,Some confidence,Somewhat bad,The United States,,Very important,,,,,Improve a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28680,2020,Australia,28681,3065992,"Queensland (QLD), excluding Brisbane",7/23/20,Male,1,64,88,88,,Liberal-National Party/Country Liberal Party/Liberal,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,1,1.0,,,2,2,1,1,,,3.0,3.0,,,,,Very unfavorable,Very unfavorable,Very unfavorable,,,Not too much confidence,Not too much confidence,Very bad,China,,Not at all important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28681,2020,Australia,28682,3066143,"New South Wales (NSW), excluding Sydney",7/24/20,Male,1,46,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 11 or equivalent (usually 17 years old),0.0,1.0,0.0,0.0,0.0,,,,Some confidence,3,,,4,1,2.0,,,1,2,1,3,,,2.0,3.0,,,,,Very favorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,Not too much confidence,Very bad,China,,Somewhat important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28682,2020,Australia,28683,3066252,New South Wales,7/22/20,Male,1,19,4,4,"More than $79,000",Labor,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,2,2.0,,,3,1,3,2,,,2.0,2.0,,,,,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,,,Some confidence,No confidence at all,Somewhat good,China,,Not too important,,,,,Worsen a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28683,2020,Australia,28684,3066265,Tasmania,7/22/20,Female,0,58,88,88,Refused,Refused,,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,3,2,8.0,,,1,1,2,1,,,4.0,2.0,,,,,Somewhat favorable,Somewhat unfavorable,Don't know,,,No confidence at all,No confidence at all,Somewhat bad,The United States,,Not at all important,,,,,Improve a little,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Tasmania,AU-TAS,7
28684,2020,Australia,28685,3066294,"South Australia (SA), excluding Adelaide",7/24/20,Male,1,65,88,88,,Labor,,Year 10 or equivalent (School Certificate SC or equivalent) (usually 16 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,1.0,,,1,1,1,2,,,3.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Very bad,China,,Not too important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,South Australia,AU-SA,7
28685,2020,Australia,28686,3066384,"Queensland (QLD), excluding Brisbane",7/23/20,Male,1,71,2,2,,Liberal-National Party/Country Liberal Party/Liberal,religious,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,9,1,1.0,,,1,1,3,1,,,5.0,2.0,,,,,Refused,Very unfavorable,Very unfavorable,,,No confidence at all,No confidence at all,Somewhat good,The United States,,Not at all important,,,,,Improve a lot,Minor threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28686,2020,Australia,28687,3066423,"New South Wales (NSW), excluding Sydney",7/23/20,Male,1,71,2,2,,Labor,Agnostic,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),1.0,0.0,0.0,0.0,0.0,,,,No confidence at all,1,,,1,3,2.0,,,3,1,1,1,,,2.0,3.0,,,,,Very unfavorable,Somewhat favorable,Somewhat unfavorable,,,Some confidence,No confidence at all,Very bad,The United States,,Not at all important,,,,,Worsen a little,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,New South Wales,AU-NSW,7
28687,2020,Australia,28688,3066959,Queensland,7/23/20,Male,1,69,6,3,"$79,000 or less",Do not feel close to any party,Protestant,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,2.0,,,1,1,2,3,,,3.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat bad,China,,Somewhat important,,,,,Remain the same,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
28688,2020,Australia,28689,3067019,"Queensland (QLD), excluding Brisbane",7/23/20,Female,0,63,2,2,,Liberal-National Party/Country Liberal Party/Liberal,,Year 12 or equivalent (Higher School Certificate HSC or equivalent) (usually 18 years old),0.0,1.0,0.0,0.0,0.0,,,,No confidence at all,1,,,2,1,2.0,,,1,1,3,3,,,5.0,3.0,,,,,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,,,No confidence at all,No confidence at all,Somewhat good,China,,Somewhat important,,,,,Improve a lot,Major threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know,,,,,Don't know,Queensland,AU-QLD,7
